,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,can_book_w/out_host_approval,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,days_avaialable_next_365days,house_rules,license #,last review 
30938,18088393,Cleo's Royale,61199886869,0.0,Adeola,Manhattan,Inwood,40.86058,-73.9274,United States,US,True,flexible,Private room,2012.0,513.0,103.0,5.0,5.0,5/24/2019,0.41,4.0,2.0,90.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties and smoking are not allowed under any circumstances and incur significant fees. Pets may be considered with pre-approval and an additional pet fee.",,2019-05-24
30977,18109933,In the Heights!,21995767046,0.0,Peter,Manhattan,Washington Heights,40.83432,-73.94457,United States,US,True,flexible,Private room,2014.0,261.0,52.0,3.0,3.0,1/6/2019,0.19,4.0,1.0,0.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",,2019-01-06
31044,18146937,Cozy private room available from January 1st,64206912016,0.0,David,Manhattan,Harlem,40.81787,-73.94286,United States,US,False,flexible,Private room,2012.0,176.0,35.0,3.0,1.0,5/8/2018,0.07,4.0,1.0,0.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions, and the year-round tenants must be respected. There is no smoking allowed in the apartments and significant fees will apply if this rule is broken.",,2018-05-08
31045,18147490,Elegant and Comfortable Home Away from Home in UES,82797756516,1.0,Samir,Manhattan,East Harlem,40.78723,-73.94956,United States,US,True,flexible,Private room,2014.0,168.0,34.0,7.0,68.0,6/22/2019,4.39,5.0,1.0,77.0,,,2019-06-22
31078,18165715,Private clean room complementary coffee Manhattan,56121947938,1.0,Renat,Manhattan,East Harlem,40.79805,-73.93527,United States,US,True,flexible,Private room,2004.0,272.0,54.0,2.0,62.0,7/6/2019,4.14,4.0,1.0,9.0,Please do not play any of the guitars in the room.,,2019-07-06
31283,18278937,In the heart of NYC...,47927571728,1.0,Jose,Manhattan,Midtown,40.75512,-73.97155,United States,US,False,flexible,Private room,2012.0,787.0,157.0,2.0,60.0,6/28/2019,4.0,4.0,1.0,148.0,,,2019-06-28
31316,18297163,Easy option to stay on 611 W 177th St.,13989356239,1.0,Ramy,Manhattan,Washington Heights,40.84695,-73.93593,United States,US,True,flexible,Private room,2015.0,404.0,81.0,1.0,43.0,12/26/2018,3.01,5.0,1.0,0.0,,,2018-12-26
31319,18298820,STOP! Rooftop Terrace in the East Village!,39563479047,0.0,Jermaine,Manhattan,East Village,40.72328,-73.9843,United States,US,False,flexible,Private room,2017.0,514.0,103.0,3.0,2.0,5/18/2018,0.14,4.0,1.0,0.0,"Please be respectful of other guests.  Keep the common areas clean and pick up after your self.  No loud music after 10:00PM.  It is a safe neighborhood but please, keep doors locked for safety No smoking in the house (smoking is allowed on the front or back decks).",,2018-05-18
31464,18378903,"43rd Street=TIME SQUARE
PRIVATE BEDROOM",80190872525,0.0,Taz,Manhattan,Hell's Kitchen,40.7578,-73.99211,United States,US,False,flexible,Private room,2015.0,767.0,153.0,1.0,95.0,7/4/2019,6.42,5.0,6.0,280.0,"•Smoking is allowed outside the house.  •Sorry, not pets - my Boston Terrier prefers 2 legged visitors.  •Please take shoes off in the living room. •Do not flush anything down toilet except toilet paper •Please maintain a reasonable volume •Please respect the property •Do not purchase anything on cable Check out is at 11am on the last day of your reservation unless discussed during the booking process.  Thank you!",,2019-07-04
31540,18420878,Spacious and bright bedroom,56948398494,1.0,Guilda,Manhattan,Washington Heights,40.84365,-73.93982,United States,US,True,flexible,Private room,2017.0,458.0,92.0,3.0,1.0,1/9/2019,0.17,4.0,1.0,5.0,"NO SMOKING, please stop smoking a block away so as not to bring smoke-filled lungs into the house, I'm highly sensitive, and it makes me feel sick. Please clean after yourself on an on-going basis, especially in the common areas. We recycle paper, glass, metal in a separate bin, and throw food, plastic bags, and wrappers into the normal trash, can you participate? This 100 year old building has character in the details, but might appear less clean. The wood work was painted white before I moved in. I consistently use bleach between guests, but the grooves have ""greyed"" overtime, and I haven't repainted yet. I hope you won't be that picky ;-) My end-of-stay cleaning fee is to cover my time and expenses washing, drying, changing the sheets and sanitizing the room in between guests. I don't do any daily cleaning (of your room, the bathroom or the kitchen).  I only clean in-between guests or when needed - I noticed I am not a clean freak, I go after the obvious (bread crumbs and slime) - s",,2019-01-09
31635,18473347,Small Comfortable Midtown Room,21661835333,1.0,Anthony,Manhattan,Kips Bay,40.74233,-73.98031,United States,US,True,flexible,Private room,2004.0,478.0,96.0,30.0,3.0,12/2/2018,0.29,4.0,26.0,345.0,"This is a non-smoking residence.  There is light housekeeping (biweekly changing of linens, removal of kitchen trash) but guests are expected to clean up after themselves and keep the area tidy, including removing hair from bathtub and sink and washing dishes right away.  Remove shoes in the apartment. Slippers are OK. Turn off lights when exiting a room or hallway. Guests are not permitted without prior authorization. Overnight guests are not allowed.  Be courteous to others in the household.  Additional rules will be in the house manual, available upon arrival. ",,2018-12-02
31645,18478870,The East Village Home: The Cabin Room,383065373,1.0,Roni,Manhattan,East Village,40.72607,-73.97631,United States,US,False,flexible,Private room,2020.0,445.0,89.0,1.0,67.0,6/22/2019,4.59,4.0,3.0,241.0,We except our guest to be respectful of our home and us. There is no smoking in the home but smoking outside is allowed and needs to be disposed of properly.,,2019-06-22
31679,18497648,Your Best NY location,460277677,1.0,Sabrina,Manhattan,East Village,40.7232,-73.98758,United States,US,True,flexible,Private room,2009.0,798.0,160.0,2.0,3.0,5/28/2018,0.21,4.0,1.0,0.0,"NO PETS!  NO SMOKING ON PREMISES! NO PARTY! A printed house rule will be provided. Please be respectful to others when all rooms are booked. 10 AM Check-out and Check-in is between 12 PM (noon) - 3 PM.   Late check in after 8 pm is $50, lock out is $50. Respect yourself, Respect others, clean up after yourself.  No Smoking/drinking in apt.  Thank You! Location Rules: The ""Exact Address Location Is Not Disclosed For Security Reasons"" And Is Given Out 24 Hours Prior to Check-in.  If This Is a Problem for You, Please STOP Here And Contact Other Hosts for Your Stay.   This Is a Part Of My House Rules.",,2018-05-28
31703,18510903,A plus,87418378549,1.0,Ron,Manhattan,Harlem,40.8175,-73.95234,United States,US,False,flexible,Private room,2003.0,746.0,149.0,1.0,39.0,7/1/2019,2.71,4.0,1.0,176.0,,,2019-07-01
31756,18540175,Chic private room,40132259711,0.0,David,Manhattan,Harlem,40.82511,-73.95341,United States,US,True,flexible,Private room,2019.0,454.0,91.0,4.0,3.0,5/22/2018,0.21,4.0,1.0,179.0,#NAME?,,2018-05-22
31759,18541832,NYC living,88166728589,0.0,Johan,Manhattan,Hell's Kitchen,40.75417,-73.99435,United States,US,True,flexible,Private room,2011.0,387.0,77.0,4.0,0.0,,,5.0,1.0,0.0,"To be helpful to you, I have prepared detailed arrival information and send that to you a few days before you arrive. I ask that you read the info carefully to help you enjoy your stay and ask that you send me a note indicating you have read all the information before your day of arrival. Thanks!",,
32017,18684325,"Stylish, clean & quiet 1 bdr apt in Manhattan",25974547600,0.0,Helen Maria,Manhattan,East Harlem,40.78877,-73.94647,United States,US,True,flexible,Private room,2018.0,779.0,156.0,2.0,5.0,9/24/2018,0.5,5.0,1.0,0.0,,,2018-09-24
32034,18693714,Private Cozy Bedroom with Patio,73886649237,1.0,A,Manhattan,Kips Bay,40.74153,-73.9797,United States,US,False,flexible,Private room,2015.0,87.0,17.0,30.0,3.0,7/31/2018,0.23,4.0,1.0,0.0,Female first please. Please keep the space quiet and clean.,,2018-07-31
32174,18771036,Private Bedroom in UES New York shared apartment.,8994898022,0.0,Michael,Manhattan,Upper East Side,40.76996,-73.9539,United States,US,False,flexible,Private room,2006.0,119.0,24.0,2.0,24.0,6/19/2019,2.32,5.0,1.0,5.0,,,2019-06-19
32297,18838969,Large room near Columbia Uni medical center (7),21497527210,0.0,Kyunam,Manhattan,Washington Heights,40.84376,-73.94208,United States,US,True,flexible,Private room,2016.0,481.0,96.0,1.0,7.0,6/20/2019,0.62,5.0,3.0,83.0,No smoking.,,2019-06-20
32305,18843388,Stay in this cozy room in the center of NYC 21B1,58796310421,0.0,John,Manhattan,Hell's Kitchen,40.75541,-73.99502,United States,US,True,flexible,Private room,2019.0,164.0,33.0,7.0,5.0,6/6/2019,0.4,4.0,47.0,318.0,"We are both professionals who, while friendly and definitely social, like to sleep when we get the chance. We expect our guests to be respectful of the space, and I promise we will do the same! No smoking in the house, please!",,2019-06-06
32317,18850015,The Luna’s apartment,20413698373,1.0,Juan,Manhattan,East Harlem,40.7919,-73.94562,United States,US,False,flexible,Private room,2010.0,510.0,102.0,4.0,25.0,6/30/2019,1.91,5.0,2.0,90.0,,,2019-06-30
32335,18859957,Cozy Private Bedroom by Central Park in UWS,89195680771,0.0,Eddie,Manhattan,Upper West Side,40.80321,-73.96463,United States,US,True,flexible,Private room,2013.0,548.0,110.0,1.0,64.0,6/16/2019,4.76,5.0,4.0,22.0,We ask that guests be respectful and considerate of the family members who live in the home. NO smoking or pets please.,,2019-06-16
32507,18954952,Modern BR with Private Bathroom Near Central Park,15114202509,0.0,Roberto,Manhattan,Upper West Side,40.77471,-73.98955,United States,US,True,flexible,Private room,2010.0,318.0,64.0,1.0,50.0,7/2/2019,3.71,4.0,1.0,69.0,,,2019-07-02
32547,18977044,Bright Manhattan Room,89196341294,0.0,Sandia,Manhattan,Inwood,40.86439,-73.92302,United States,US,True,flexible,Private room,2018.0,74.0,15.0,4.0,2.0,7/1/2018,0.16,5.0,2.0,0.0,"No smoking, no pets.",,2018-07-01
32561,18984776,Private Room with Skyline View in Doorman Building,56160700056,1.0,Irene,Manhattan,Midtown,40.75405,-73.97291,United States,US,True,flexible,Private room,2013.0,678.0,136.0,3.0,29.0,7/1/2019,2.2,4.0,1.0,41.0,,,2019-07-01
32703,19063203,Historic New York Home,4588747494,1.0,Cristina,Manhattan,NoHo,40.72842,-73.99289,United States,US,True,flexible,Private room,2003.0,459.0,92.0,7.0,10.0,6/9/2019,0.93,4.0,1.0,317.0,,,2019-06-09
32746,19086952,Queen Private Room Feet from Subway,20228286144,0.0,Raphael,Manhattan,Harlem,40.80364,-73.95025,United States,US,False,flexible,Private room,2022.0,641.0,128.0,2.0,21.0,6/26/2019,1.66,4.0,4.0,136.0,,,2019-06-26
32787,19109596,"Brand new space ! ... safe, peaceful and relaxing.",70803398465,0.0,Norjia,Manhattan,Washington Heights,40.84782,-73.93954,United States,US,True,flexible,Private room,2021.0,109.0,22.0,1.0,9.0,1/1/2019,0.79,5.0,1.0,80.0,"- No smoking.  - Maximum of 2 people  - Sorry, no children. (I love kids, but this is a very quiet building. It's all young professionals.  - Please be quiet and respectful of others in the building (no loud music/tv,  - Please dispose of baby wipes and/or tampons in the waste basket, not in the toilet. (the pipes are old and clog easily – last time baby wipes had to be removed from the pipes, the plumbing bill was $350!).",,2019-01-01
32840,19138868,Charming Bedroom in Cozy East Harlem Apartment,82738720638,0.0,Xiomara,Manhattan,East Harlem,40.79822,-73.93468,United States,US,False,flexible,Private room,2014.0,533.0,107.0,2.0,25.0,5/24/2019,2.67,5.0,1.0,101.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",,2019-05-24
32873,19157094,Cozy Harlem room w/ a view! Near Central Park!,55497194330,1.0,Kazuya,Manhattan,Harlem,40.81098,-73.94278,United States,US,False,flexible,Private room,2010.0,554.0,111.0,30.0,1.0,7/31/2018,0.09,4.0,103.0,237.0,"Enjoy yourself. Soak in the neighborhood street life. Leave enriched and with some new experiences.  No smoking and no pets allowed. There is an outdoor courtyard area accessible from the door next to the stove. To respect the quiet enjoyment of our neighbors, please refrain from loud conversations or cell phone use in the courtyard area because other buildings abut the courtyard and voices carry. Before leaving, please remove all used linens and towels and leave in laundry bag in closet, wash, dry and put away dishes, pots/pans and utensils. Leave keys in unit and lock the door behind you.",,2018-07-31
32893,19168140,SoHo! Private Room in Comfy Apt!,69506538044,1.0,Jasmine,Manhattan,SoHo,40.72788,-74.00301,United States,US,False,flexible,Private room,2016.0,470.0,94.0,1.0,38.0,7/6/2019,2.98,5.0,10.0,151.0,,,2019-07-06
32911,19178081,BEST DEAL in NYC - Cute and Cozy Room Times Square,3479613884,1.0,Prav,Manhattan,Hell's Kitchen,40.75854,-73.98988,United States,US,False,flexible,Private room,2013.0,580.0,116.0,3.0,101.0,6/8/2019,7.77,5.0,3.0,68.0,"PLEASE  NOTE: • 6.25% MA State Sales Tax is already incorporated into the room rate and extra guest fees. • The total listed as the cleaning fee is comprised of a $119 cleaning fee and a $39 damage protection plan which provides $3,000 worth of coverage for accidental damage to the property during the stay. There is no smoking allowed in the boat. Use of illegal substances will be cause for immediate termination of the rental and reported to the police. All pets must be on a leash when outside the boat.  Quiet hours are between 9:30pm and 8am.  Noise must be kept to a minimum during this time period.",,2019-06-08
32928,19187470,Comfy King Bed Feet from Subway,64089350069,1.0,Raphael,Manhattan,Harlem,40.80387,-73.95164,United States,US,False,flexible,Private room,2018.0,568.0,114.0,3.0,30.0,7/4/2019,2.48,5.0,4.0,145.0,No smoking. No pets allowed in the building. Quiet hours apply.,,2019-07-04
32934,19190784,Cozy and Convenient Spot in Washington Heights,5206092386,0.0,Nick,Manhattan,Washington Heights,40.85108,-73.93912,United States,US,True,flexible,Private room,2007.0,113.0,23.0,1.0,8.0,7/8/2018,0.62,5.0,1.0,0.0,Absolutely no parties are permitted. The apartment is in a multi-unit building so guests must be respectful of other tenants in the building.,,2018-07-08
32975,19213429,Best location - spacious room,51744603003,0.0,Deepika,Manhattan,Upper East Side,40.76279,-73.96266,United States,US,False,flexible,Private room,2008.0,695.0,139.0,1.0,16.0,6/23/2019,1.26,5.0,1.0,80.0,,,2019-06-23
32979,19215638,2 Private Rooms in Full Floor East Village Apt!,42305346920,1.0,Adonis,Manhattan,East Village,40.72814,-73.98665,United States,US,True,flexible,Private room,2018.0,788.0,158.0,1.0,1.0,6/19/2018,0.08,4.0,7.0,365.0,"Please don't be loud or disrespectful, this is a fun neighborhood, but also a family neighborhood.  If you use any food/Beverage/Alcohol, please replace.",,2018-06-19
33018,19237177,"Private room in beautiful 3 bdr, off Riverside Dr",6382096743,1.0,Isabella,Manhattan,Harlem,40.82291,-73.95612,United States,US,True,flexible,Private room,2017.0,281.0,56.0,13.0,0.0,,,4.0,1.0,5.0,No Smoking in the Building.,,
